title,creator,description,date,subject-lcsh,subject,relation,contributing institution,publisher digital,digital collection website,source,identifier,publisher,format original,type,format,digitization specifications,rights,rightsstatement,language,date digital,coverage,latitude,longitude,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Dworshak Dam Project 196 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085h,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/693,693,694.jp2,/dworshak/image/694.jp2,dworshak693
Dworshak Dam Project 198 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085j,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/694,694,695.jp2,/dworshak/image/695.jp2,dworshak694
Dworshak Dam Project 197 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085i,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/695,695,696.jp2,/dworshak/image/696.jp2,dworshak695
Dworshak Dam Project 199 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085k,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/696,696,697.jp2,/dworshak/image/697.jp2,dworshak696
Dworshak Dam Project 200 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085l,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/697,697,698.jp2,/dworshak/image/698.jp2,dworshak697
Dworshak Dam Project 201 (pool area),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the pool area, taken May 17.",1964-05-17,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1964; May; pool area,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-X0085m,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/698,698,699.jp2,/dworshak/image/699.jp2,dworshak698
Dworshak Dam Project 202 (coffer dam),United States. Army. Corps of Engineers. Walla Walla District,Photograph showing the construction site up and down stream from cofferdams in place and diversion of North Fork of Clearwater River flowing through a tunnel.,1967,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; Coffer dam; diversion tunnel; Clearwater river; construction,PG 6,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,6-180-01,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/699,699,700.jp2,/dworshak/image/700.jp2,dworshak699
Dworshak Dam Project 203 (construction),,Photograph showing the Dworshak Dam under construction.,1973,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1973; dam; construction,PG 6,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,6-180-02,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.515758,-116.298196,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/700,700,701.jp2,/dworshak/image/701.jp2,dworshak700
Dworshak Dam Project 7 (Land clearing),,"Land clearing operations in the Elk Creek area about 15 miles upstream. Note on back: """"The contractor here had to clean up everything and the work was hard to get to, isolated in some places. You will see small roads built around the top of the clearing - this is one of the things we laid down for access in case of fire on the job (A.B. Curtis)""""",1967-08-03,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; land clearing; Elk Creek; upstream; roads,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00700,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/701,701,702.jp2,/dworshak/image/702.jp2,dworshak701
Dworshak Dam Project 8 (General Yates),United States. Army. Corps of Engineers. Walla Walla District,"General Yates gave his ideas on the project. Note on back: """" There was some input on the project and they [Engineers] received it very well - mighty considerate. Mr. Curtis, left, introduced the General and the press is working.""""",1965,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1965; General Yates; Curtis; press,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00701,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.491877,-116.274018,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/709,709,710.jp2,/dworshak/image/710.jp2,dworshak709
Dworshak Dam Project 9 (Clearing),,"Clearing operations of the contractor on Elk Creek. Note on margin of image: """" H. West Co. oper. D. Dam clearing on Elk Cr. 8-3-67"""" Note on back: """"The contractor was Herman West Co. The piles of debris in the bottom will be burned, everything up to 2 feet long and ]"""" in diameter. Note how slick the clearing is done. Also, access road as in other photo. (A.B. Curtis)""""",1967-08-03,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; clearing; contractor; Elk Creek; August 3; debris; access road,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00702,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/710,710,711.jp2,/dworshak/image/711.jp2,dworshak710
Dworshak Dam Project 10 (Clearing operations),,"Clearing operations. Note on image: """"H. West Co. Elk Cr. Machine work done Elk Cr. 8-3-67",1967-08-03,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; clearing; Elk Creek; August 3; machine work,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00703,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/711,711,712.jp2,/dworshak/image/712.jp2,dworshak711
Dworshak Dam Project 11 (Yoyo operation),,"Yoyo operation - cable from upper cat is tied to other cat so he can crawl back up hill. Note on margin of image: """"Elk Cr. Job - H. West Co. Murphy N.C. 8-3-67 - Dworshak Dam -Yo -yo"""". Note on back: """"Same job, same place, same day as #702 & 703. This shows what you do on steep country, where you may turn a cat over and kill a person. Very dangerous. You will note here that two cats are working together. This they call a yo-yo operation. The cable from the upper cat is tied to the cat so that he can crawl back up the hill and make another pass down the hill with debris. They had to work together for safety.""""",1967-08-03,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1967; yo-yo; cable; cat; hill; debris; Elk Creek; August 3,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00704,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/712,712,713.jp2,/dworshak/image/713.jp2,dworshak712
